Indicator ID,Domain,Subdomain,Indicator Title,Description,Unit,IndicatorType,Target,Baseline,Current,Year,Total,Disaggregation Category,Disaggregation Value,Percentage,Methodology,DataSources,TargetMethod
25,การศึกษา (Education),ผลลัพธ์ทางการศึกษา,สัดส่วนของเด็ก/เยาวชนใน (ค) ม.3 ที่มีความสามารถตามเกณฑ์ขั้นต่ำเป็นอย่างน้อย ใน (1) ด้านการอ่าน,,%,Direct,100,59.06,59.06,2023,59.06,,,,,,
26,การศึกษา (Education),ผลลัพธ์ทางการศึกษา,สัดส่วนของเด็ก/เยาวชนใน (ค) ม.3 ที่มีความสามารถตามเกณฑ์ขั้นต่ำเป็นอย่างน้อย ใน (2) ด้านคณิตศาสตร์ หรือการคิดคำนวณ (%),,%,Direct,100,33.36,33.36,2023,33.36,,,,,,
27,การศึกษา (Education),ผลลัพธ์ทางการศึกษา,สัดส่วนของประชากรในกลุ่มอายุที่กำหนดมีความรู้ความสามารถสำหรับการทำงานในด้าน (ก) การอ่านออกเขียนได้ (ข) ทักษะในการคำนวณ,,%,Direct,100,95.8,95.8,2023,95.8,,,,,,
28,การศึกษา (Education),ผลลัพธ์ทางการศึกษา,อัตราการสำเร็จการศึกษา (ระดับประถมศึกษา),,%,Direct,100,100,100,2023,100,,,,,,
29,การศึกษา (Education),ผลลัพธ์ทางการศึกษา,อัตราการสำเร็จการศึกษา (มัธยมศึกษาตอนต้น),,%,Direct,100,93.3,93.3,2023,93.3,,,,,,
30,การศึกษา (Education),ผลลัพธ์ทางการศึกษา,อัตราการสำเร็จการศึกษา (มัธยมศึกษาตอนปลาย),,%,Direct,100,79.7,79.7,2023,79.7,,,,,,
31,การศึกษา (Education),ผลลัพธ์ทางการศึกษา,อัตราการสำเร็จการศึกษาขั้นต่ำ (มัธยมศึกษาตอนปลาย),,%,Direct,100,79.7,79.7,2023,79.7,,,,,,
32,สภาพแวดล้อมทางกายภาพ (Physical environment),คุณภาพอากาศและการเปลี่ยนแปลงภูมิอากาศ,ระดับค่าเฉลี่ยทั้งปีของฝุ่นละอองขนาดเล็ก (PM2.5 และ PM10) ในเขตเมือง,,μg/m3,Reverse,6,28.01,28.01,2023,28.01,,,,,,
33,สภาพแวดล้อมทางกายภาพ (Physical environment),คุณภาพอากาศและการเปลี่ยนแปลงภูมิอากาศ,ประชากรที่ได้รับผลกระทบจากเหตุการณ์สภาพภูมิอากาศสุดขั้ว (น้ำท่วม ภัยแล้ง คลื่นความร้อน),,%,Reverse,,,,,,,,,,,
34,สภาพแวดล้อมทางกายภาพ (Physical environment),ภัยธรรมชาติ,จำนวนผู้เสียชีวิต สูญหาย และผู้ได้รับผลกระทบจากภัยพิบัติ,,"per 100,000 ",Reverse,0,0.1,0.1,2023,0.1,,,,,,
35,สภาพแวดล้อมทางกายภาพ (Physical environment),พลังงานและเทคโนโลยี,สัดส่วนของประชากรที่เข้าถึงไฟฟ้า,,%,Direct,100,99.6,99.6,2023,99.6,,,,,,
36,สภาพแวดล้อมทางกายภาพ (Physical environment),พลังงานและเทคโนโลยี,สัดส่วนของประชากรที่พึ่งพาพลังงานและเทคโนโลยีสะอาดเป็นหลัก,,%,Direct,100,87.6,87.6,2023,87.6,,,,,,
37,สภาพแวดล้อมทางกายภาพ (Physical environment),ที่อยู่อาศัย,สัดส่วนครัวเรือนที่อาศัยอยู่ในบ้านที่แออัด,,%,Reverse,0,27.17,27.17,2023,27.17,,,,,,
38,สภาพแวดล้อมทางกายภาพ (Physical environment),ที่อยู่อาศัย,สัดส่วนคนไร้บ้าน,,%,Reverse,0,1.11,1.11,2023,1.11,,,,,,
39,สภาพแวดล้อมทางกายภาพ (Physical environment),ที่อยู่อาศัย,สัดส่วนครัวเรือนที่มีที่อยู่อาศัยเป็นของตนเอง,,%,Direct,,,,,,,,,,,
40,สภาพแวดล้อมทางกายภาพ (Physical environment),ที่อยู่อาศัย,ความสามารถในการผ่อนชำระหนี้ด้านที่อยู่อาศัย (ราคาที่อยู่อาศัยต่อรายได้ต่อปี),,Ratio,Direct,,,,,,,,,,,
41,สภาพแวดล้อมทางกายภาพ (Physical environment),ที่อยู่อาศัย,สัดส่วนประชากรที่จ่ายค่าที่อยู่อาศัยมากกว่า 40% ของรายได้,,%,Reverse,,,,,,,,,,,
42,สภาพแวดล้อมทางกายภาพ (Physical environment),การถือครองที่ดิน,สัดส่วนของประชากรผู้ใหญ่ที่มีสิทธิครอบครองที่ดินอย่างมั่นคง โดย (ก) มีเอกสารสิทธิ์ในที่ดินตามกฎหมาย และ (ข) ทราบว่าสิทธิครอบครองที่ดินของตนมีความมั่นคง,,%,Direct,,,,,,,,,,,
43,สภาพแวดล้อมทางกายภาพ (Physical environment),ความปลอดภัยทางถนน,อัตราการเสียชีวิตจากอุบัติเหตุทางถนน,,"Ratio (ต่อ 100,000 คน)",Reverse,3,10.9,10.9,2023,10.9,,,,,,
44,สภาพแวดล้อมทางกายภาพ (Physical environment),น้ำสะอาดและระบบสุขาภิบาล,สัดส่วนประชากรที่ใช้บริการน้ำดื่มที่ได้รับการจัดการอย่างปลอดภัย,,%,Direct,100,100,100,2023,100,,,,,,
45,สภาพแวดล้อมทางกายภาพ (Physical environment),น้ำสะอาดและระบบสุขาภิบาล,สัดส่วนประชากรที่ใช้บริการสุขาภิบาลที่มีการจัดการอย่างปลอดภัย,,%,Direct,100,100,100,2023,100,,,,,,
46,สภาพแวดล้อมทางกายภาพ (Physical environment),กระบวนการเป็นเมือง,สัดส่วนของประชากรในเขตเมืองที่อาศัยอยู่ในชุมชนแออัด ที่อยู่อาศัยนอกระบบ หรือที่ที่ไม่เหมาะสม,,%,Reverse,0,11.13,11.13,2023,11.13,,,,,,
47,สภาพแวดล้อมทางกายภาพ (Physical environment),กระบวนการเป็นเมือง,สัดส่วนของอัตราการใช้ที่ดินต่ออัตราการเติบโตของประชากร,,Ratio,Reverse,,,,,,,,,,,
48,สภาพแวดล้อมทางกายภาพ (Physical environment),กระบวนการเป็นเมือง,ส่วนแบ่งเฉลี่ยของพื้นที่เมืองที่เป็นพื้นที่เปิดสาธารณะสำหรับทุกคน จำแนกตามเพศ อายุ และผู้พิการ,,square metre,Direct,10,7.2,7.2,2023,7.2,,,,,,
49,สภาพแวดล้อมทางกายภาพ (Physical environment),กระบวนการเป็นเมือง,สัดส่วนของขยะมูลฝอยในเขตเมืองที่เก็บรวบรวมและจัดการอย่างเหมาะสมตามแหล่งกำเนิดของขยะมูลฝอย,,%,Direct,100,100,100,2023,100,,,,,,
50,สภาพแวดล้อมทางกายภาพ (Physical environment),กระบวนการเป็นเมือง,สัดส่วนประชากรที่เข้าถึงระบบขนส่งสาธารณะ,,%,Direct,100,54.9,54.9,2023,54.9,,,,,,
51,บริบททางสังคมและชุมชน (Social and community context),อาญชกรรมและความรุนแรง,การเสียชีวิตที่เกี่ยวข้องกับความขัดแย้ง,,"per 100,000 ",Reverse,,,,,,,,,,,
52,บริบททางสังคมและชุมชน (Social and community context),อาญชกรรมและความรุนแรง,จำนวนเหยื่อฆาตกรรม ,,"per 100,000 ",Reverse,0,0.86,0.86,2023,0.86,,,,,,
53,บริบททางสังคมและชุมชน (Social and community context),อาญชกรรมและความรุนแรง,สัดส่วนของประชากรที่ได้รับความรุนแรง (ก) ทางร่างกาย (ข) จิตใจ และ (ค) ทางเพศ ในช่วง 12 เดือนที่ผ่านมา,,%,Reverse,0,0,0,2023,0,,,,,,
54,บริบททางสังคมและชุมชน (Social and community context),อาญชกรรมและความรุนแรง,สัดส่วนประชากรที่รู้สึกปลอดภัยเมื่อเดินบริเวณพื้นที่ที่อาศัยเพียงลำพัง,,%,Direct,90,80.14,80.14,2023,80.14,,,,,,
55,บริบททางสังคมและชุมชน (Social and community context),การเลือกปฎิบัติ,สัดส่วนของประชากรที่รายงานว่ารู้สึกถูกเลือกปฏิบัติหรือถูกคุกคามในช่วง 12 เดือนที่ผ่านมา ตามข้อบัญญัติพื้นฐานของการห้ามเลือกปฏิบัติภายใต้กฎหมายสิทธิมนุษยชนระหว่างประเทศ,,%,Reverse,,,,,,,,,,,
56,บริบททางสังคมและชุมชน (Social and community context),การย้ายถิ่นฐาน,สัดส่วนประชากรที่เป็นผู้อพยพ (refugee),,"per 100,000 ",Reverse,,,,,,,,,,,
57,บริบททางสังคมและชุมชน (Social and community context),การย้ายถิ่นฐาน,ผู้พลัดถิ่นในประเทศ รวมผู้พลัดถิ่นจากความขัดแย้งและความรุนแรง (จำนวนคน),,,,,,,,,,,,,,
58,บริบททางสังคมและชุมชน (Social and community context),การย้ายถิ่นฐาน,สัดส่วนของผู้อพยพระหว่างประเทศเมื่อเทียบกับประชากรทั้งหมด (% ของประชากร),,%,Reverse,,,,,,,,,,,
59,บริบททางสังคมและชุมชน (Social and community context),การย้ายถิ่นฐาน,การโยกย้ายสุทธิ (net migration),,"per 1,000",Direct,,,,,,,,,,,
60,บริบททางสังคมและชุมชน (Social and community context),ความเท่าเทียมทางเพศ,"ดัชนีความไม่เสมอภาคทางเพศ (Gender Inequality Index, GII)",,,Reverse,0,0.3,0.3,2023,0.3,,,,,,
61,บริบททางสังคมและชุมชน (Social and community context),ความเท่าเทียมทางเพศ,สัดส่วนของผู้หญิงอายุ 15-49 ปีที่ตัดสินใจได้ด้วยตนเองเกี่ยวกับความสัมพันธ์ทางเพศ การใช้วิธีคุมกำเนิด และการดูแลสุขภาพอนามัยทางเพศและอนามัยการเจริญพันธุ์,,%,Direct,,,,,,,,,,,
62,บริบททางสังคมและชุมชน (Social and community context),ความเท่าเทียมทางเพศ,สัดส่วนของผู้หญิงอายุระหว่าง 20-24 ปี ที่แต่งงานหรืออยู่ด้วยกันก่อนอายุ 15 และ 18 ปี,,%,Reverse,0,8.8,8.8,2023,8.8,,,,,,
63,บริบททางสังคมและชุมชน (Social and community context),การสูงวัยอย่างมีสุขภาวะ (Healthy aging),สัดส่วนของผู้สูงอายุที่อาศัยอยู่ในเมืองและชุมชนที่เป็นมิตรต่อวัย,,%,Direct,,,,,,,,,,,
64,บริบททางสังคมและชุมชน (Social and community context),การจำคุก,ผู้ที่ถูกคุมขังในเรือนจำหรือทัณฑสถาน,,"per 100,000 ",Reverse,25,731,731,2023,731,,,,,,
65,บริบททางสังคมและชุมชน (Social and community context),การสนับสนุนทางสังคม,สัดส่วนประชากรที่มีบุคคลที่พึ่งได้ยามฉุกเฉิน,,%,Direct,,,,,,,,,,,
66,พฤติกรรมสุขภาพ,การบริโภคแอลกอฮอล์,การดื่มแอลกอฮอล์ในระดับอันตราย คิดเป็นปริมาณแอลกอฮอล์ต่อหัวประชากร (อายุตั้งแต่ 15 ปีขึ้นไป) ในจำนวนลิตรของแอลกอฮอล์บริสุทธิ์,,litres,Reverse,4.25,7.12,7.12,2023,7.12,,,,,,
67,พฤติกรรมสุขภาพ,การออกกำลังกาย,สัดส่วนประชากรที่ออกกำลังกายไม่เพียงพอ,,%,Reverse,,,,,,,,,,,
68,พฤติกรรมสุขภาพ,การบริโภคยาสูบ,อัตราการใช้ยาสูบในปัจจุบันในกลุ่มประชากรอายุ 15 ปีขึ้นไป (อัตรามาตรฐานตามอายุ),,%,Reverse,10,15.4,15.4,2023,15.4,,,,,,
69,พฤติกรรมสุขภาพ,โภชนาการ,สัดส่วนของเด็กอายุต่ำกว่า 5 ปีที่มีภาวะแคระแกร็น ,,%,Reverse,0,7.9,7.9,2023,7.9,,,,,,
70,พฤติกรรมสุขภาพ,โภชนาการ,สัดส่วนของเด็กอายุต่ำกว่า 5 ปีที่มีภาวะผอมแห้ง,,%,Reverse,0,5.8,5.8,2023,5.8,,,,,,
71,พฤติกรรมสุขภาพ,โภชนาการ,สัดส่วนของเด็กอายุต่ำกว่า 5 ปีที่มีภาวะน้ำหนักเกิน,,%,Reverse,0,12.9,12.9,2023,12.9,,,,,,
72,พฤติกรรมสุขภาพ,โภชนาการ,สัดส่วนของประชากรที่ประสบภาวะทุพโภชนาการ,,%,Reverse,,,,,,,,,,,
73,พฤติกรรมสุขภาพ,โภชนาการ,สัดส่วนของผู้ใหญ่ที่มีภาวะน้ำหนักเกิน (BMI ≥ 25) และโรคอ้วน (BMI ≥ 30) ในประชากรผู้ใหญ่ทั้งหมด,,%,Reverse,3,21.8,21.8,2023,21.8,,,,,,
74,ระบบสุขภาพ (Health care),การเข้าถึงระบบสุขภาพ,สัดส่วนประชากรที่ไม่เข้ารับการปรึกษาทางการแพทย์เนื่องจากค่าใช้จ่าย,,%,Reverse,,,,,,,,,,,
75,ระบบสุขภาพ (Health care),การเข้าถึงระบบสุขภาพ,สัดส่วนของประชากรที่งดการตรวจ การรักษา หรือการติดตามผลทางการแพทย์เนื่องจากค่าใช้จ่าย,,%,Reverse,,,,,,,,,,,
76,ระบบสุขภาพ (Health care),การเข้าถึงระบบสุขภาพ,สัดส่วนของประชากรที่งดการใช้ยาตามที่แพทย์สั่งเนื่องจากค่าใช้จ่าย,,%,Reverse,,,,,,,,,,,
77,ระบบสุขภาพ (Health care),การเข้าถึงระบบสุขภาพ,สัดส่วนของครัวเรือนที่มีการจ่ายค่ารักษาพยาบาลด้วยตนเองสูงเกินกว่า 40% ของความสามารถในการจ่าย,,%,Reverse,,,,,,,,,,,
78,ระบบสุขภาพ (Health care),การเข้าถึงระบบสุขภาพ,สัดส่วนของประชากรที่ใช้จ่ายด้านการรักษาพยาบาลมากกว่า 10% ของรายได้,,%,Reverse,,,,,,,,,,,
79,ระบบสุขภาพ (Health care),การเข้าถึงระบบสุขภาพ,สัดส่วนของประชากรที่ใช้จ่ายด้านการรักษาพยาบาลมากกว่า 25% ของรายได้,,%,Reverse,,,,,,,,,,,
80,ระบบสุขภาพ (Health care),ประสิทธิภาพของระบบสุขภาพ,"บุคลากรทางการแพทย์ต่อจำนวนประชากร (แพทย์, พยาบาล/ผดุงครรภ์, บุคลากรด้านทันตกรรม, บุคลากรด้านเภสัชกรรม)",,"per 10,000",Direct,134.23,116.02,116.02,2023,116.02,,,,,,
81,ระบบสุขภาพ (Health care),ประสิทธิภาพของระบบสุขภาพ,จํานวนแพทย์ต่อประชากร,,"per 1,000",Direct,4.45,2.18,2.18,2023,2.18,,,,,,
82,ระบบสุขภาพ (Health care),ประสิทธิภาพของระบบสุขภาพ,จำนวนพยาบาลต่อประชากร,,"per 1,000",Direct,9.2,7.4,7.4,2023,7.4,,,,,,
83,ระบบสุขภาพ (Health care),ประสิทธิภาพของระบบสุขภาพ,จำนวนเจ้าหน้าที่สาธารณสุขระดับชุมชนต่อจำนวนประชากร,,"per 1,000",Direct,,,,,,,,,,,
84,ระบบสุขภาพ (Health care),ประสิทธิภาพของระบบสุขภาพ,จำนวนสถานพยาบาลต่อจำนวนประชากร,,"per 10,000",Direct,2,9.7,9.7,2023,9.7,,,,,,
85,ระบบสุขภาพ (Health care),ประสิทธิภาพของระบบสุขภาพ,จำนวนเตียงต่อประชากร,,"per 10,000",Direct,25,58.29,58.29,2023,58.29,,,,,,
